ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2020,4,Hombres,494604,45479,88626,85690,152233,90313,32263
2020,4,Mujeres,506013,44103,87173,85151,158622,95474,35490
2020,4,Total,1000617,89582,175799,170841,310855,185787,67753
2020,5,Hombres,1605417,154529,291517,280608,459984,311775,107004
2020,5,Mujeres,1613303,148672,278136,266816,467175,329764,122740
2020,5,Total,3218720,303201,569653,547424,927159,641539,229744
2020,6,Hombres,390858,34610,69212,67142,118148,75262,26484
2020,6,Mujeres,394295,33103,64411,64853,122138,79333,30457
2020,6,Total,785153,67713,133623,131995,240286,154595,56941
2020,7,Hombres,2803672,321187,612328,524038,757175,432164,156780
2020,7,Mujeres,2926695,310536,598767,527566,845233,474115,170478
2020,7,Total,5730367,631723,1211095,1051604,1602408,906279,327258
2020,8,Hombres,1884267,161537,336814,337083,548747,373248,126838
2020,8,Mujeres,1917220,156109,328731,325387,564063,394252,148678
2020,8,Total,3801487,317646,665545,662470,1112810,767500,275516
2020,9,Hombres,4307410,262851,570972,671961,1368319,1017822,415485
2020,9,Mujeres,4711235,252831,552713,653954,1465727,1204424,581586
2020,9,Total,9018645,515682,1123685,1325915,2834046,2222246,997071
2020,10,Hombres,921852,84033,179065,167267,259052,168462,63973
2020,10,Mujeres,947144,81104,173694,163021,272625,182221,74479
2020,10,Total,1868996,165137,352759,330288,531677,350683,138452
2020,11,Hombres,3037303,287449,582526,558244,881870,534547,192667
2020,11,Mujeres,3190872,276915,558134,550590,962789,606576,235868
2020,11,Total,6228175,564364,1140660,1108834,1844659,1141123,428535
2020,12,Hombres,1770476,174593,365886,332032,470901,298753,128311
2020,12,Mujeres,1886572,168225,350829,333406,529846,346106,158160
2020,12,Total,3657048,342818,716715,665438,1000747,644859,286471
2020,13,Hombres,1491292,134995,282072,264566,414185,284289,111185
2020,13,Mujeres,1595122,130039,270451,261014,473735,326692,133191
2020,13,Total,3086414,265034,552523,525580,887920,610981,244376
2020,14,Hombres,4146202,366696,753131,744376,1234174,765864,281961
2020,14,Mujeres,4263491,353486,729012,720692,1277254,837185,345862
2020,14,Total,8409693,720182,1482143,1465068,2511428,1603049,627823
2020,15,Hombres,8514235,705995,1472378,1494274,2572130,1712144,557314
2020,15,Mujeres,8913555,680822,1411415,1461142,2772472,1906789,680915
2020,15,Total,17427790,1386817,2883793,2955416,5344602,3618933,1238229
2020,16,Hombres,2346259,229517,459339,414753,650236,416892,175522
2020,16,Mujeres,2479142,221384,444809,418320,716796,469226,208607
2020,16,Total,4825401,450901,904148,833073,1367032,886118,384129
2020,17,Hombres,991785,86122,172558,173025,286643,194318,79119
2020,17,Mujeres,1052273,83122,165287,169981,313309,222303,98271
2020,17,Total,2044058,169244,337845,343006,599952,416621,177390
2020,18,Hombres,644201,58928,121777,112461,184906,119451,46678
2020,18,Mujeres,644370,56712,116477,106880,188140,124348,51813
2020,18,Total,1288571,115640,238254,219341,373046,243799,98491
2020,19,Hombres,2803984,231512,468623,490157,863068,565035,185589
2020,19,Mujeres,2806169,223012,454563,465583,850370,590095,222546
2020,19,Total,5610153,454524,923186,955740,1713438,1155130,408135
2020,20,Hombres,1988754,186571,392620,360254,535323,355665,158321
2020,20,Mujeres,2154839,180317,380975,364361,617406,415698,196082
2020,20,Total,4143593,366888,773595,724615,1152729,771363,354403
2020,21,Hombres,3182320,302812,618943,599553,901086,550958,208968
2020,21,Mujeres,3422131,292313,600772,593895,1011875,650914,272362
2020,21,Total,6604451,595125,1219715,1193448,1912961,1201872,481330
2020,22,Hombres,1124212,100555,204607,205875,346774,201552,64849
2020,22,Mujeres,1155425,96354,192262,197183,367818,223247,78561
2020,22,Total,2279637,196909,396869,403058,714592,424799,143410
2020,23,Hombres,869571,77570,149122,157536,291143,154515,39685
2020,23,Mujeres,853688,74617,145391,149935,286519,155441,41785
2020,23,Total,1723259,152187,294513,307471,577662,309956,81470
2020,24,Hombres,1399071,125958,257128,254694,390053,261320,109918
2020,24,Mujeres,1467071,121486,249697,250974,426804,291124,126986
2020,24,Total,2866142,247444,506825,505668,816857,552444,236904
2020,25,Hombres,1568423,129195,274279,280260,452147,312820,119722
2020,25,Mujeres,1588251,124672,260775,266737,464280,332881,138906
2020,25,Total,3156674,253867,535054,546997,916427,645701,258628
2020,26,Hombres,1528688,127669,265804,267716,453915,306231,107353
2020,26,Mujeres,1546057,123331,260770,260030,461767,316568,123591
2020,26,Total,3074745,251000,526574,527746,915682,622799,230944
2020,27,Hombres,1266580,117203,238139,220229,373965,236776,80268
2020,27,Mujeres,1305707,112882,227082,217102,406273,252099,90269
2020,27,Total,2572287,230085,465221,437331,780238,488875,170537
2020,28,Hombres,1805630,158768,320754,311899,518566,367642,128001
2020,28,Mujeres,1844972,153109,310087,297856,537158,391978,154784
2020,28,Total,3650602,311877,630841,609755,1055724,759620,282785
2020,29,Hombres,672646,61556,125913,123461,196458,121954,43304
2020,29,Mujeres,707365,59139,120404,120625,216202,139352,51643
2020,29,Total,1380011,120695,246317,244086,412660,261306,94947
2020,30,Hombres,4145434,357950,741950,715475,1159406,829089,341564
2020,30,Mujeres,4394428,345414,707282,696156,1285047,946560,413969
2020,30,Total,8539862,703364,1449232,1411631,2444453,1775649,755533
2020,31,Hombres,1112388,89795,184814,196693,343840,213260,83986
2020,31,Mujeres,1146710,87103,181488,191086,354952,234316,97765
2020,31,Total,2259098,176898,366302,387779,698792,447576,181751
2020,32,Hombres,818789,79443,161044,144836,222602,148714,62150
2020,32,Mujeres,847637,76680,154943,142286,241823,161849,70056
2020,32,Total,1666426,156123,315987,287122,464425,310563,132206
2021,1,Hombres,715916,62762,134084,134973,213072,127302,43723
2021,1,Mujeres,737536,60598,128251,130292,221258,144552,52585
2021,1,Total,1453452,123360,262335,265265,434330,271854,96308
2021,2,Hombres,1842577,150782,308068,322368,576523,373611,111225
2021,2,Mujeres,1847583,145588,303245,309416,576969,379458,132907
2021,2,Total,3690160,296370,611313,631784,1153492,753069,244132
2021,3,Hombres,417172,35549,69012,70882,135838,81774,24117
2021,3,Mujeres,403887,34788,68320,66450,126037,80779,27513
2021,3,Total,821059,70337,137332,137332,261875,162553,51630
2021,4,Hombres,502774,45436,89554,85984,155456,92876,33468
2021,4,Mujeres,514237,44000,87922,85375,161310,98498,37132
2021,4,Total,1017011,89436,177476,171359,316766,191374,70600
2021,5,Hombres,1626244,154604,293623,281246,466238,318841,111692
2021,5,Mujeres,1635015,148817,280265,267597,471098,338847,128391
2021,5,Total,3261259,303421,573888,548843,937336,657688,240083
2021,6,Hombres,397061,34503,69726,67576,120244,77349,27663
2021,6,Mujeres,400184,33043,64944,64952,123688,81734,31823
2021,6,Total,797245,67546,134670,132528,243932,159083,59486
2021,7,Hombres,2842785,320977,616693,528127,771468,443020,162500
2021,7,Mujeres,2969590,310043,602753,530863,858387,489954,177590
2021,7,Total,5812375,631020,1219446,1058990,1629855,932974,340090
2021,8,Hombres,1900882,160442,334237,337703,555126,381042,132332
2021,8,Mujeres,1935624,154743,326623,326287,568458,404112,155401
2021,8,Total,3836506,315185,660860,663990,1123584,785154,287733
2021,9,Hombres,4299086,258568,557658,659623,1365886,1027589,429762
2021,9,Mujeres,4704741,248436,539488,642342,1454693,1219364,600418
2021,9,Total,9003827,507004,1097146,1301965,2820579,2246953,1030180
2021,10,Hombres,929299,82829,178301,167624,262505,171979,66061
2021,10,Mujeres,955323,79944,172918,163437,275182,186632,77210
2021,10,Total,1884622,162773,351219,331061,537687,358611,143271
2021,11,Hombres,3062716,284312,581826,557260,892656,547233,199429
2021,11,Mujeres,3217929,274075,556996,548833,970694,622887,244444
2021,11,Total,6280645,558387,1138822,1106093,1863350,1170120,443873
2021,12,Hombres,1776048,171754,362758,331761,476199,302245,131331
2021,12,Mujeres,1892925,165532,347410,331915,534017,351955,162096
2021,12,Total,3668973,337286,710168,663676,1010216,654200,293427
2021,13,Hombres,1508024,134244,281810,266301,420139,290332,115198
2021,13,Mujeres,1613331,129383,270222,262182,477823,335572,138149
2021,13,Total,3121355,263627,552032,528483,897962,625904,253347
2021,14,Hombres,4185698,362681,751402,744354,1251084,784245,291932
2021,14,Mujeres,4305108,349605,726988,721408,1289254,858818,359035
2021,14,Total,8490806,712286,1478390,1465762,2540338,1643063,650967
2021,15,Hombres,8600391,700004,1466291,1493075,2603331,1752746,584944
2021,15,Mujeres,9003038,675737,1405464,1458301,2790119,1960163,713254
2021,15,Total,17603429,1375741,2871755,2951376,5393450,3712909,1298198
2021,16,Hombres,2362315,227331,459480,414618,656193,424219,180474
2021,16,Mujeres,2495462,219272,444233,417241,721562,478714,214440
2021,16,Total,4857777,446603,903713,831859,1377755,902933,394914
2021,17,Hombres,1002183,85795,172786,172726,291118,197774,81984
2021,17,Mujeres,1062831,82841,165503,169411,315940,227377,101759
2021,17,Total,2065014,168636,338289,342137,607058,425151,183743
2021,18,Hombres,653029,58402,122331,113283,188405,122344,48264
2021,18,Mujeres,653116,56184,117231,107652,190535,127978,53536
2021,18,Total,1306145,114586,239562,220935,378940,250322,101800
2021,19,Hombres,2841387,231352,468946,491433,875734,579973,193949
2021,19,Mujeres,2844501,222563,455066,467906,859224,607277,232465
2021,19,Total,5685888,453915,924012,959339,1734958,1187250,426414
2021,20,Hombres,1998986,184810,389555,360883,540801,361045,161892
2021,20,Mujeres,2166633,178604,377651,364139,621456,423914,200869
2021,20,Total,4165619,363414,767206,725022,1162257,784959,362761
2021,21,Hombres,3211545,300441,616679,600508,914977,563034,215906
2021,21,Mujeres,3453219,289917,598142,594327,1021443,667894,281496
2021,21,Total,6664764,590358,1214821,1194835,1936420,1230928,497402
2021,22,Hombres,1143982,100421,205597,206743,354676,208346,68199
2021,22,Mujeres,1175555,96305,193215,197656,373888,231771,82720
2021,22,Total,2319537,196726,398812,404399,728564,440117,150919
2021,23,Hombres,888988,77704,150904,158925,298390,160867,42198
2021,23,Mujeres,872401,74650,146985,151129,292285,162737,44615
2021,23,Total,1761389,152354,297889,310054,590675,323604,86813
2021,24,Hombres,1408390,125236,255263,254115,395119,265852,112805
2021,24,Mujeres,1477315,120764,247656,250324,430184,297667,130720
2021,24,Total,2885705,246000,502919,504439,825303,563519,243525
2021,25,Hombres,1580461,128197,271969,279931,457634,318925,123805
2021,25,Mujeres,1601148,123757,258941,266263,467590,340332,144265
2021,25,Total,3181609,251954,530910,546194,925224,659257,268070
2021,26,Hombres,1546538,127186,264897,268469,460517,313263,112206
2021,26,Mujeres,1564581,122563,259927,260810,467211,324623,129447
2021,26,Total,3111119,249749,524824,529279,927728,637886,241653
2021,27,Hombres,1279635,116138,238564,220816,378225,242370,83522
2021,27,Mujeres,1320023,112024,227338,216865,409151,260270,94375
2021,27,Total,2599658,228162,465902,437681,787376,502640,177897
2021,28,Hombres,1819209,157811,319073,312447,521773,375142,132963
2021,28,Mujeres,1860414,152077,308939,298918,537959,401600,160921
2021,28,Total,3679623,309888,628012,611365,1059732,776742,293884
2021,29,Hombres,680206,61199,125697,123564,199684,125065,44997
2021,29,Mujeres,715339,58818,120141,120717,218259,143660,53744
2021,29,Total,1395545,120017,245838,244281,417943,268725,98741
