ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2015,18,Total,1195482,118728,227213,213340,341285,209872,85044
2015,19,Hombres,2602771,230276,464400,476315,800033,480955,150792
2015,19,Mujeres,2602654,224369,447067,449003,803008,497747,181460
2015,19,Total,5205425,454645,911467,925318,1603041,978702,332252
2015,20,Hombres,1929733,197318,401436,359145,504491,323372,143971
2015,20,Mujeres,2089491,191215,392250,368459,590228,371098,176241
2015,20,Total,4019224,388533,793686,727604,1094719,694470,320212
2015,21,Hombres,3020826,312227,626068,589996,828529,483177,180829
2015,21,Mujeres,3253656,302986,609520,591110,953442,561840,234758
2015,21,Total,6274482,615213,1235588,1181106,1781971,1045017,415587
2015,22,Hombres,1018525,99263,198623,198608,304824,166085,51122
2015,22,Mujeres,1051031,94317,188326,193524,332137,180894,61833
2015,22,Total,2069556,193580,386949,392132,636961,346979,112955
2015,23,Hombres,769029,73272,141612,148586,254296,121997,29266
2015,23,Mujeres,755844,71695,137470,142996,253982,119343,30358
2015,23,Total,1524873,144967,279082,291582,508278,241340,59624
2015,24,Hombres,1347013,127815,268105,254836,364302,233857,98098
2015,24,Mujeres,1411226,123870,261128,252516,407148,254905,111659
2015,24,Total,2758239,251685,529233,507352,771450,488762,209757
2015,25,Hombres,1499954,135417,281792,278935,425327,276182,102301
2015,25,Mujeres,1515836,129304,268100,266880,444787,290954,115811
2015,25,Total,3015790,264721,549892,545815,870114,567136,218112
2015,26,Hombres,1436578,130269,268544,262126,421686,266652,87301
2015,26,Mujeres,1448176,128672,260651,254356,432121,273091,99285
2015,26,Total,2884754,258941,529195,516482,853807,539743,186586
2015,27,Hombres,1196223,121651,232651,220711,349202,205209,66799
2015,27,Mujeres,1230046,115545,225052,220718,384382,211337,73012
2015,27,Total,2426269,237196,457703,441429,733584,416546,139811
2015,28,Hombres,1731668,163422,325725,309452,503900,321278,107891
2015,28,Mujeres,1763051,158557,311326,295423,530599,337837,129309
2015,28,Total,3494719,321979,637051,604875,1034499,659115,237200
2015,29,Hombres,630888,62120,126692,122007,179099,104226,36744
2015,29,Mujeres,664306,59627,121659,119913,203079,116559,43469
2015,29,Total,1295194,121747,248351,241920,382178,220785,80213
2015,30,Hombres,4004757,370974,754359,726643,1100234,755459,297088
2015,30,Mujeres,4236491,355239,720295,717249,1246999,840015,356694
2015,30,Total,8241248,726213,1474654,1443892,2347233,1595474,653782
2015,31,Hombres,1050939,90087,189757,199181,313604,185386,72924
2015,31,Mujeres,1077863,88317,184065,192789,330172,200593,81927
2015,31,Total,2128802,178404,373822,391970,643776,385979,154851
2015,32,Hombres,787483,82634,159629,144521,211463,132637,56599
2015,32,Mujeres,814218,79971,154018,143607,233082,141562,61978
2015,32,Total,1601701,162605,313647,288128,444545,274199,118577
2016,1,Hombres,667243,65669,134867,131915,190420,109678,34694
2016,1,Mujeres,688078,62571,129913,126818,204950,121589,42237
2016,1,Total,1355321,128240,264780,258733,395370,231267,76931
2016,2,Hombres,1702175,149535,307726,315990,526389,316425,86110
2016,2,Mujeres,1701160,147408,299103,302622,533653,316339,102035
2016,2,Total,3403335,296943,606829,618612,1060042,632764,188145
2016,3,Hombres,375138,34215,65912,67962,121314,67191,18544
2016,3,Mujeres,361857,33179,64165,62655,115207,65445,21206
2016,3,Total,736995,67394,130077,130617,236521,132636,39750
2016,4,Hombres,461056,44764,85092,84738,138579,79722,28161
2016,4,Mujeres,472380,44008,84175,84378,146593,83287,29939
2016,4,Total,933436,88772,169267,169116,285172,163009,58100
2016,5,Hombres,1519102,149622,287035,276661,435929,279183,90672
2016,5,Mujeres,1523960,143357,273660,262644,450942,290205,103152
2016,5,Total,3043062,292979,560695,539305,886871,569388,193824
2016,6,Hombres,364824,34423,66816,65749,109039,66401,22396
2016,6,Mujeres,369839,32400,62714,64625,114914,69335,25851
2016,6,Total,734663,66823,129530,130374,223953,135736,48247
2016,7,Hombres,2642675,319510,592268,510000,697919,385753,137225
2016,7,Mujeres,2751269,311850,578846,517371,786128,410815,146259
2016,7,Total,5393944,631360,1171114,1027371,1484047,796568,283484
2016,8,Hombres,1811383,165658,345255,332887,524129,335669,107785
2016,8,Mujeres,1838033,162482,333702,321176,545516,350205,124952
2016,8,Total,3649416,328140,678957,654063,1069645,685874,232737
2016,9,Hombres,4328001,282813,625983,723968,1369199,963069,362969
2016,9,Mujeres,4725989,274814,605866,704067,1498034,1130306,512902
2016,9,Total,9053990,557627,1231849,1428035,2867233,2093375,875871
2016,10,Hombres,889662,90631,178508,166362,244971,152300,56890
2016,10,Mujeres,912301,87652,173094,162126,261348,163072,65009
2016,10,Total,1801963,178283,351602,328488,506319,315372,121899
2016,11,Hombres,2924362,295380,584781,562575,833242,478767,169617
2016,11,Mujeres,3073125,283312,564024,558883,922910,537288,206708
2016,11,Total,5997487,578692,1148805,1121458,1756152,1016055,376325
2016,12,Hombres,1741807,187222,373213,332960,448613,281621,118178
2016,12,Mujeres,1855504,180010,361436,338727,510343,320054,144934
2016,12,Total,3597311,367232,734649,671687,958956,601675,263112
2016,13,Hombres,1420099,137017,281013,257621,390131,256828,97489
2016,13,Mujeres,1518657,131565,269766,257754,454096,289127,116349
2016,13,Total,2938756,268582,550779,515375,844227,545955,213838
2016,14,Hombres,3972668,377615,756888,744399,1161231,685383,247152
2016,14,Mujeres,4083287,364742,733210,718919,1220606,746615,299195
2016,14,Total,8055955,742357,1490098,1463318,2381837,1431998,546347
2016,15,Hombres,8134697,721253,1493019,1496001,2438766,1524877,460781
2016,15,Mujeres,8523806,689166,1437375,1470433,2681233,1675946,569653
2016,15,Total,16658503,1410419,2930394,2966434,5119999,3200823,1030434
2016,16,Hombres,2275824,237714,455016,419515,621719,383124,158736
2016,16,Mujeres,2409005,229753,444704,426218,691844,427634,188852
2016,16,Total,4684829,467467,899720,845733,1313563,810758,347588
2016,17,Hombres,947238,85597,172527,174044,268007,177688,69375
2016,17,Mujeres,1007479,82143,166124,172144,300705,200112,86251
2016,17,Total,1954717,167740,338651,346188,568712,377800,155626
2016,18,Hombres,606880,60712,117826,109796,170401,106921,41224
2016,18,Mujeres,607747,58503,111743,104759,177450,109328,45964
2016,18,Total,1214627,119215,229569,214555,347851,216249,87188
2016,19,Hombres,2647238,231149,467045,481592,812673,498238,156541
2016,19,Mujeres,2646965,225122,450074,453875,813243,516302,188349
2016,19,Total,5294203,456271,917119,935467,1625916,1014540,344890
2016,20,Hombres,1942962,195609,399913,358666,511851,330345,146578
2016,20,Mujeres,2103532,189458,390096,366721,597088,380303,179866
2016,20,Total,4046494,385067,790009,725387,1108939,710648,326444
2016,21,Hombres,3056162,310982,625454,593332,843724,497083,185587
2016,21,Mujeres,3289790,301597,608321,591890,966811,579749,241422
2016,21,Total,6345952,612579,1233775,1185222,1810535,1076832,427009
2016,22,Hombres,1041576,99988,200179,201222,313687,173122,53378
2016,22,Mujeres,1072155,94939,189065,194871,339859,188960,64461
2016,22,Total,2113731,194927,389244,396093,653546,362082,117839
2016,23,Hombres,788685,74218,143144,150594,261275,128299,31155
2016,23,Mujeres,776235,72500,139132,144846,260908,126414,32435
2016,23,Total,1564920,146718,282276,295440,522183,254713,63590
2016,24,Hombres,1358307,126878,266287,255227,369574,239986,100355
2016,24,Mujeres,1423150,122889,259296,252289,411604,262522,114550
2016,24,Total,2781457,249767,525583,507516,781178,502508,214905
2016,25,Hombres,1516210,134674,281482,279996,430580,283998,105480
2016,25,Mujeres,1533173,128700,267476,267541,449424,299952,120080
2016,25,Total,3049383,263374,548958,547537,880004,583950,225560
2016,26,Hombres,1453661,129682,268457,263247,427310,274547,90418
2016,26,Mujeres,1469005,128112,261293,256206,438322,281970,103102
2016,26,Total,2922666,257794,529750,519453,865632,556517,193520
2016,27,Hombres,1211428,121722,233411,220373,354887,211855,69180
2016,27,Mujeres,1245945,115626,225228,219891,389943,219237,76020
2016,27,Total,2457373,237348,458639,440264,744830,431092,145200
2016,28,Hombres,1747361,162758,325902,309643,506330,331325,111403
2016,28,Mujeres,1779743,157899,311690,295058,532232,349091,133773
2016,28,Total,3527104,320657,637592,604701,1038562,680416,245176
2016,29,Hombres,640545,62051,126856,122818,182875,108089,37856
2016,29,Mujeres,673870,59527,121646,120276,206319,121279,44823
2016,29,Total,1314415,121578,248502,243094,389194,229368,82679
2016,30,Hombres,4041990,370389,752814,725991,1114030,773233,305533
2016,30,Mujeres,4274609,354788,717334,713808,1257563,863700,367416
2016,30,Total,8316599,725177,1470148,1439799,2371593,1636933,672949
2016,31,Hombres,1063959,89941,189190,199415,319939,190630,74844
2016,31,Mujeres,1091924,88146,183746,193007,335535,206960,84530
2016,31,Total,2155883,178087,372936,392422,655474,397590,159374
2016,32,Hombres,795326,82464,160084,144617,214290,136316,57555
2016,32,Mujeres,821349,79788,154202,143120,235309,145683,63247
2016,32,Total,1616675,162252,314286,287737,449599,281999,120802
2017,1,Hombres,677447,65086,134933,132801,194953,113389,36285
2017,1,Mujeres,698335,62172,129768,127694,208340,126323,44038
2017,1,Total,1375782,127258,264701,260495,403293,239712,80323
2017,2,Hombres,1731484,150336,307667,318037,536257,328753,90434
2017,2,Mujeres,1731388,147518,299995,304313,542842,329213,107507
2017,2,Total,3462872,297854,607662,622350,1079099,657966,197941
2017,3,Hombres,383799,34607,66470,68748,124279,70150,19545
2017,3,Mujeres,370471,33668,64966,63524,117496,68509,22308
2017,3,Total,754270,68275,131436,132272,241775,138659,41853
2017,4,Hombres,469566,45132,85891,85013,142076,82370,29084
2017,4,Mujeres,480892,44210,84810,84615,149763,86316,31178
2017,4,Total,950458,89342,170701,169628,291839,168686,60262
2017,5,Hombres,1541166,151382,287807,277985,441791,287798,94403
2017,5,Mujeres,1546686,145203,274419,263913,455157,300379,107615
2017,5,Total,3087852,296585,562226,541898,896948,588177,202018
2017,6,Hombres,371509,34597,67437,66079,111415,68661,23320
2017,6,Mujeres,376094,32713,63071,64694,116871,71869,26876
2017,6,Total,747603,67310,130508,130773,228286,140530,50196
2017,7,Hombres,2683650,320616,597574,513241,712984,397602,141633
2017,7,Mujeres,2795702,312171,583937,519612,801832,426437,151713
2017,7,Total,5479352,632787,1181511,1032853,1514816,824039,293346
2017,8,Hombres,1830674,164566,343747,334244,530169,345814,112134
2017,8,Mujeres,1858724,160908,332962,322328,550372,361713,130441
2017,8,Total,3689398,325474,676709,656572,1080541,707527,242575
2017,9,Hombres,4324972,276827,612702,711035,1370235,978808,375365
2017,9,Mujeres,4724114,268293,592982,691261,1491951,1150613,529014
2017,9,Total,9049086,545120,1205684,1402296,2862186,2129421,904379
2017,10,Hombres,898125,89108,178853,166605,248517,156563,58479
2017,10,Mujeres,921369,86109,173453,162284,264337,168013,67173
2017,10,Total,1819494,175217,352306,328889,512854,324576,125652
2017,11,Hombres,2954498,294360,584175,561796,846179,493200,174788
2017,11,Mujeres,3104071,282554,562296,556761,934186,554999,213275
2017,11,Total,6058569,576914,1146471,1118557,1780365,1048199,388063
2017,12,Hombres,1750037,184259,371968,332834,454287,286293,120396
2017,12,Mujeres,1864204,177240,359024,337550,515620,326893,147877
2017,12,Total,3614241,361499,730992,670384,969907,613186,268273
2017,13,Hombres,1438628,136681,281765,259354,396213,264050,100565
2017,13,Mujeres,1538351,131326,270322,258291,459590,298688,120134
2017,13,Total,2976979,268007,552087,517645,855803,562738,220699
2017,14,Hombres,4018635,375982,756399,744815,1180182,706134,255123
2017,14,Mujeres,4130535,362871,732661,719324,1236133,769570,309976
2017,14,Total,8149170,738853,1489060,1464139,2416315,1475704,565099
2017,15,Hombres,8234980,718731,1489103,1496553,2473248,1574467,482878
2017,15,Mujeres,8626102,688343,1431606,1468646,2707425,1735270,594812
2017,15,Total,16861082,1407074,2920709,2965199,5180673,3309737,1077690
2017,16,Hombres,2294520,236193,456293,417951,629532,392071,162480
2017,16,Mujeres,2427328,228083,444674,423837,698981,438462,193291
2017,16,Total,4721848,464276,900967,841788,1328513,830533,355771
2017,17,Hombres,958865,85937,172519,173946,272710,182195,71558
2017,17,Mujeres,1019081,82616,165765,171689,304169,205870,88972
2017,17,Total,1977946,168553,338284,345635,576879,388065,160530
2017,18,Hombres,616553,60501,118918,110433,174101,110142,42458
2017,18,Mujeres,617163,58316,112978,105195,180300,113102,47272
2017,18,Total,1233716,118817,231896,215628,354401,223244,89730
2017,19,Hombres,2687555,231490,467524,484567,825184,515608,163182
2017,19,Mujeres,2687691,224888,451323,457355,822831,535161,196133
2017,19,Total,5375246,456378,918847,941922,1648015,1050769,359315
2017,20,Hombres,1955276,193160,398960,358925,517976,337110,149145
2017,20,Mujeres,2117052,186940,388465,365839,602871,389425,183512
2017,20,Total,4072328,380100,787425,724764,1120847,726535,332657
2017,21,Hombres,3089251,309286,624342,595477,858237,511112,190797
2017,21,Mujeres,3324140,299535,606834,592487,979142,597793,248349
2017,21,Total,6413391,608821,1231176,1187964,1837379,1108905,439146
2017,22,Hombres,1062785,100367,201305,202740,322117,180296,55960
2017,22,Mujeres,1093382,95538,189765,195607,347385,197464,67623
2017,22,Total,2156167,195905,391070,398347,669502,377760,123583
2017,23,Hombres,809378,75467,144479,152673,268827,134858,33074
2017,23,Mujeres,795984,73397,140600,146278,267661,133551,34497
2017,23,Total,1605362,148864,285079,298951,536488,268409,67571
2017,24,Hombres,1369084,126666,264187,255391,374705,245676,102459
2017,24,Mujeres,1434608,122504,257061,252096,415709,269920,117318
2017,24,Total,2803692,249170,521248,507487,790414,515596,219777
2017,25,Hombres,1529933,133195,280017,280417,435886,291677,108741
2017,25,Mujeres,1547497,127708,265932,267554,453397,308506,124400
2017,25,Total,3077430,260903,545949,547971,889283,600183,233141
2017,26,Hombres,1473044,129244,268035,264627,434018,282847,94273
2017,26,Mujeres,1488766,126980,261368,257336,444446,290858,107778
2017,26,Total,2961810,256224,529403,521963,878464,573705,202051
2017,27,Hombres,1225668,120853,234795,220054,359952,218349,71665
2017,27,Mujeres,1261264,115197,225692,218977,394783,227362,79253
2017,27,Total,2486932,236050,460487,439031,754735,445711,150918
2017,28,Hombres,1762619,161742,325053,310240,509368,341123,115093
2017,28,Mujeres,1796649,156719,311764,295517,533871,360257,138521
2017,28,Total,3559268,318461,636817,605757,1043239,701380,253614
2017,29,Hombres,648872,62036,126707,123049,186347,111703,39030
2017,29,Mujeres,682500,59514,121406,120354,209060,125861,46305
2017,29,Total,1331372,121550,248113,243403,395407,237564,85335
2017,30,Hombres,4070247,368094,750538,723445,1125658,788787,313725
2017,30,Mujeres,4306724,353461,714666,709194,1265828,885620,377955
2017,30,Total,8376971,721555,1465204,1432639,2391486,1674407,691680
2017,31,Hombres,1076349,89929,188085,198914,326171,196328,76922
2017,31,Mujeres,1105906,87972,183135,192664,340761,213798,87576
2017,31,Total,2182255,177901,371220,391578,666932,410126,164498
2017,32,Hombres,801571,81859,160524,144537,216477,139620,58554
2017,32,Mujeres,828218,79179,154475,142688,237218,149877,64781
2017,32,Total,1629789,161038,314999,287225,453695,289497,123335
2018,1,Hombres,687397,64477,134909,133494,199500,117035,37982
2018,1,Mujeres,708397,61768,129528,128469,211653,131018,45961
2018,1,Total,1395794,126245,264437,261963,411153,248053,83943
2018,2,Hombres,1760117,150872,307624,319567,546211,340754,95089
2018,2,Mujeres,1761125,147329,300924,305747,551759,342047,113319
2018,2,Total,3521242,298201,608548,625314,1097970,682801,208408
2018,3,Hombres,392324,34928,67069,69400,127213,73114,20600
2018,3,Mujeres,378970,34062,65795,64323,119714,71594,23482
2018,3,Total,771294,68990,132864,133723,246927,144708,44082
2018,4,Hombres,477987,45373,86753,85229,145528,85035,30069
2018,4,Mujeres,489332,44286,85541,84799,152830,89368,32508
2018,4,Total,967319,89659,172294,170028,298358,174403,62577
2018,5,Hombres,1562875,152815,288765,279019,447750,296165,98361
2018,5,Mujeres,1569142,146723,275395,265005,459237,310422,112360
2018,5,Total,3132017,299538,564160,544024,906987,606587,210721
2018,6,Hombres,378085,34683,68055,66400,113732,70904,24311
2018,6,Mujeres,382248,32938,63475,64740,118726,74386,27983
2018,6,Total,760333,67621,131530,131140,232458,145290,52294
2018,7,Hombres,2724118,321249,602667,516583,727906,409357,146356
2018,7,Mujeres,2839751,311998,589041,521980,816926,442250,157556
2018,7,Total,5563869,633247,1191708,1038563,1544832,851607,303912
2018,8,Hombres,1849190,163488,341811,335334,536274,355534,116749
2018,8,Mujeres,1878794,159271,331919,323389,555050,372953,136212
2018,8,Total,3727984,322759,673730,658723,1091324,728487,252961
2018,9,Hombres,4320428,271491,599125,697790,1370478,993290,388254
2018,9,Mujeres,4720967,262428,579898,678484,1484474,1169835,545848
2018,9,Total,9041395,533919,1179023,1376274,2854952,2163125,934102
2018,10,Hombres,906278,87455,179096,166780,252050,160708,60189
2018,10,Mujeres,930182,84455,173722,162460,267207,172870,69468
2018,10,Total,1836460,171910,352818,329240,519257,333578,129657
2018,11,Hombres,2983239,292688,583591,560621,858592,507395,180352
2018,11,Mujeres,3133966,281238,560779,554596,944548,572502,220303
2018,11,Total,6117205,573926,1144370,1115217,1803140,1079897,400655
2018,12,Hombres,1757492,181116,370336,332575,459904,290732,122829
2018,12,Mujeres,1872241,174305,356492,336237,520626,333526,151055
2018,12,Total,3629733,355421,726828,668812,980530,624258,273884
2018,13,Hombres,1456613,136206,282168,261063,402231,271080,103865
2018,13,Mujeres,1557645,130965,270632,259023,464656,308172,124197
2018,13,Total,3014258,267171,552800,520086,866887,579252,228062
2018,14,Hombres,4062734,373551,755623,744713,1198683,726600,263564
2018,14,Mujeres,4176257,360297,731851,719661,1250716,792393,321339
2018,14,Total,8238991,733848,1487474,1464374,2449399,1518993,584903
2018,15,Hombres,8331561,715245,1484345,1496095,2507026,1622554,506296
2018,15,Mujeres,8725105,686613,1425373,1466337,2731257,1793814,621711
2018,15,Total,17056666,1401858,2909718,2962432,5238283,3416368,1128007
2018,16,Hombres,2312384,234284,457472,416487,636885,400738,166518
2018,16,Mujeres,2445098,226101,444761,421657,705505,449028,198046
2018,16,Total,4757482,460385,902233,838144,1342390,849766,364564
2018,17,Hombres,970124,86143,172505,173679,277399,186494,73904
2018,17,Mujeres,1030403,82946,165506,171144,307420,211508,91879
2018,17,Total,2000527,169089,338011,344823,584819,398002,165783
2018,18,Hombres,625972,60106,119968,111048,177751,113321,43778
2018,18,Mujeres,626391,57923,114218,105670,183024,116877,48679
2018,18,Total,1252363,118029,234186,216718,360775,230198,92457
2018,19,Hombres,2727076,231626,467975,486825,837768,532665,170217
2018,19,Mujeres,2727772,224395,452560,460370,832189,553851,204407
2018,19,Total,5454848,456021,920535,947195,1669957,1086516,374624
2018,20,Hombres,1966924,190802,397403,359234,523908,343634,151943
2018,20,Mujeres,2130074,184534,386438,365157,608141,398390,187414
2018,20,Total,4096998,375336,783841,724391,1132049,742024,339357
2018,21,Hombres,3121202,307355,622832,597079,872657,524859,196420
2018,21,Mujeres,3357617,297276,605107,592965,990741,615725,255803
2018,21,Total,6478819,604631,1227939,1190044,1863398,1140584,452223
2018,22,Hombres,1083609,100580,202431,203939,330461,187468,58730
2018,22,Mujeres,1114329,95981,190547,196194,354554,206036,71017
2018,22,Total,2197938,196561,392978,400133,685015,393504,129747
2018,23,Hombres,829757,76447,145932,154458,276334,141454,35132
2018,23,Mujeres,815480,74042,142161,147555,274190,140799,36733
2018,23,Total,1645237,150489,288093,302013,550524,282253,71865
2018,24,Hombres,1379431,126471,261886,255325,379829,251173,104747
2018,24,Mujeres,1445726,122161,254673,251825,419581,277187,120299
2018,24,Total,2825157,248632,516559,507150,799410,528360,225046
2018,25,Hombres,1543175,131765,278321,280528,441263,299105,112193
2018,25,Mujeres,1561435,126694,264294,267393,457191,316887,128976
2018,25,Total,3104610,258459,542615,547921,898454,615992,241169
2018,26,Hombres,1491959,128747,267424,265789,440676,290944,98379
2018,26,Mujeres,1508168,125756,261343,258313,450383,299625,112748
2018,26,Total,3000127,254503,528767,524102,891059,590569,211127
2018,27,Hombres,1239595,119779,236078,219862,364828,224712,74336
2018,27,Mujeres,1276331,114576,226183,218177,399107,235582,82706
2018,27,Total,2515926,234355,462261,438039,763935,460294,157042
2018,28,Hombres,1777363,160708,323894,310765,512396,350527,119073
2018,28,Mujeres,1813123,155476,311555,296121,535188,371193,143590
2018,28,Total,3590486,316184,635449,606886,1047584,721720,262663
2018,29,Hombres,656984,61948,126485,123208,189772,115245,40326
2018,29,Mujeres,690948,59447,121113,120435,211607,130418,47928
2018,29,Total,1347932,121395,247598,243643,401379,245663,88254
2018,30,Hombres,4096809,365244,747904,720691,1137128,803396,322446
2018,30,Mujeres,4337354,351434,712127,704634,1273121,906833,389205
2018,30,Total,8434163,716678,1460031,1425325,2410249,1710229,711651
2018,31,Hombres,1088543,89921,186960,198239,332249,202041,79133
2018,31,Mujeres,1119693,87738,182562,192186,345746,220667,90794
2018,31,Total,2208236,177659,369522,390425,677995,422708,169927
2018,32,Hombres,807519,81131,160840,144509,218582,142812,59645
2018,32,Mujeres,834869,78435,154722,142390,238920,153985,66417
2018,32,Total,1642388,159566,315562,286899,457502,296797,126062
2019,1,Hombres,697128,63840,134788,134065,204058,120591,39786
2019,1,Mujeres,718293,61350,129196,129160,214912,135646,48029
2019,1,Total,1415421,125190,263984,263225,418970,256237,87815
2019,2,Hombres,1788159,151139,307610,320752,556253,352302,100103
2019,2,Mujeres,1790402,146875,301813,307040,560422,354764,119488
2019,2,Total,3578561,298014,609423,627792,1116675,707066,219591
2019,3,Hombres,400740,35182,67700,69957,130123,76064,21714
2019,3,Mujeres,387379,34367,66637,65072,121877,74686,24740
2019,3,Total,788119,69549,134337,135029,252000,150750,46454
2019,4,Hombres,486336,45487,87666,85444,148919,87691,31129
2019,4,Mujeres,497710,44242,86338,84968,155787,92425,33950
2019,4,Total,984046,89729,174004,170412,304706,180116,65079
2019,5,Hombres,1584294,153876,289971,279875,453823,304192,102557
2019,5,Mujeres,1591349,147890,276610,265964,463237,320249,117399
2019,5,Total,3175643,301766,566581,545839,917060,624441,219956
2019,6,Hombres,384525,34684,68645,66749,115973,73106,25368
2019,6,Mujeres,388317,33068,63923,64786,120482,76881,29177
2019,6,Total,772842,67752,132568,131535,236455,149987,54545
2019,7,Hombres,2764119,321416,607555,520182,742657,420910,151399
2019,7,Mujeres,2883413,311398,594015,524617,831410,458167,163806
2019,7,Total,5647532,632814,1201570,1044799,1574067,879077,315205
2019,8,Hombres,1867042,162468,339470,336278,542469,364714,121643
2019,8,Mujeres,1898283,157639,330512,324411,559608,383828,142285
2019,8,Total,3765325,320107,669982,660689,1102077,748542,263928
2019,9,Hombres,4314546,266831,585183,684694,1369866,1006344,401628
2019,9,Mujeres,4716667,257257,566476,666002,1475714,1187826,563392
2019,9,Total,9031213,524088,1151659,1350696,2845580,2194170,965020
2019,10,Hombres,914182,85734,179187,166987,255568,164691,62015
2019,10,Mujeres,938770,82752,173831,162697,269971,177617,71902
2019,10,Total,1852952,168486,353018,329684,525539,342308,133917
2019,11,Hombres,3010822,290370,583022,559384,870512,521228,186306
2019,11,Mujeres,3162896,279347,559382,552523,954088,589726,227830
2019,11,Total,6173718,569717,1142404,1111907,1824600,1110954,414136
2019,12,Hombres,1764293,177858,368302,332299,465464,294903,125467
2019,12,Mujeres,1879681,171264,353768,334851,525378,339941,154479
2019,12,Total,3643974,349122,722070,667150,990842,634844,279946
2019,13,Hombres,1474158,135633,282242,262803,408222,277852,107406
2019,13,Mujeres,1576562,130520,270660,259944,469363,317530,128545
2019,13,Total,3050720,266153,552902,522747,877585,595382,235951
2019,14,Hombres,4105236,370405,754516,744505,1216720,746587,272503
2019,14,Mujeres,4220564,357110,730644,720102,1264431,814977,333300
2019,14,Total,8325800,727515,1485160,1464607,2481151,1561564,605803
2019,15,Hombres,8424627,710930,1478690,1495267,2540043,1668608,531089
2019,15,Mujeres,8820924,684066,1418570,1463814,2752924,1851142,650408
2019,15,Total,17245551,1394996,2897260,2959081,5292967,3519750,1181497
2019,16,Hombres,2329616,232033,458493,415382,643805,409041,170862
2019,16,Mujeres,2462361,223838,444827,419799,711448,459300,203149
2019,16,Total,4791977,455871,903320,835181,1355253,868341,374011
2019,17,Hombres,981099,86212,172500,173354,282060,190548,76425
2019,17,Mujeres,1041469,83119,165336,170566,310473,216995,94980
2019,17,Total,2022568,169331,337836,343920,592533,407543,171405
2019,18,Hombres,635187,59564,120931,111717,181355,116438,45182
2019,18,Mujeres,635459,57365,115404,106224,185637,120636,50193
2019,18,Total,1270646,116929,236335,217941,366992,237074,95375
2019,19,Hombres,2765881,231605,468337,488639,850414,549207,177679
2019,19,Mujeres,2767266,223720,453670,463081,841369,572220,213206
2019,19,Total,5533147,455325,922007,951720,1691783,1121427,390885
2019,20,Hombres,1978082,188588,395258,359687,529701,349844,155004
2019,20,Mujeres,2142659,182299,383936,364684,612979,407159,191602
2019,20,Total,4120741,370887,779194,724371,1142680,757003,346606
2019,21,Hombres,3152220,305191,620981,598405,886979,538189,202475
2019,21,Mujeres,3390264,294846,603066,593429,1001660,633465,263798
2019,21,Total,6542484,600037,1224047,1191834,1888639,1171654,466273
2019,22,Hombres,1104094,100638,203530,204960,338696,194574,61696
2019,22,Mujeres,1135018,96251,191378,196707,361372,214644,74666
2019,22,Total,2239112,196889,394908,401667,700068,409218,136362
2019,23,Hombres,849827,77151,147477,156059,283782,148027,37331
2019,23,Mujeres,834714,74440,143769,148751,280482,148109,39163
2019,23,Total,1684541,151591,291246,304810,564264,296136,76494
2019,24,Hombres,1389418,126254,259477,255094,384955,256410,107228
2019,24,Mujeres,1456541,121832,252179,251465,423277,284271,123517
2019,24,Total,2845959,248086,511656,506559,808232,540681,230745
2019,25,Hombres,1555999,130413,276397,280457,446696,306184,115852
2019,25,Mujeres,1575013,125673,262562,267112,460824,325033,133809
2019,25,Total,3131012,256086,538959,547569,907520,631217,249661
2019,26,Hombres,1510495,128209,266657,266812,447309,298769,102739
2019,26,Mujeres,1527257,124506,261155,259202,456159,308211,118024
2019,26,Total,3037752,252715,527812,526014,903468,606980,220763
2019,27,Hombres,1253226,118539,237203,219907,369504,230873,77200
2019,27,Mujeres,1291146,113789,226654,217544,402937,243844,86378
2019,27,Total,2544372,232328,463857,437451,772441,474717,163578
2019,28,Hombres,1791690,159704,322436,311316,515459,359404,123371
2019,28,Mujeres,1829220,154242,310997,296907,536264,381800,149010
2019,28,Total,3620910,313946,633433,608223,1051723,741204,272381
2019,29,Hombres,664912,61788,126207,123340,193150,118676,41751
2019,29,Mujeres,699235,59321,120768,120529,213986,134924,49707
2019,29,Total,1364147,121109,246975,243869,407136,253600,91458
2019,30,Hombres,4121863,361847,744989,718007,1148418,816885,331717
2019,30,Mujeres,4366584,348725,709650,700277,1279526,927200,401206
2019,30,Total,8488447,710572,1454639,1418284,2427944,1744085,732923
2019,31,Hombres,1100567,89891,185843,197483,338157,207703,81490
2019,31,Mujeres,1133299,87446,182008,191647,350485,227523,94190
2019,31,Total,2233866,177337,367851,389130,688642,435226,175680
2019,32,Hombres,813249,80312,161015,144602,220627,145854,60839
2019,32,Mujeres,841344,77587,154886,142260,240451,157984,68176
2019,32,Total,1654593,157899,315901,286862,461078,303838,129015
2020,1,Hombres,706634,63206,134564,134553,208587,124022,41702
2020,1,Mujeres,728001,60933,128783,129768,218110,140176,50231
2020,1,Total,1434635,124139,263347,264321,426697,264198,91933
2020,2,Hombres,1815647,151140,307702,321676,566364,363286,105479
2020,2,Mujeres,1819221,146232,302630,308249,568823,367269,126018
2020,2,Total,3634868,297372,610332,629925,1135187,730555,231497
2020,3,Hombres,409022,35373,68362,70444,133001,78958,22884
2020,3,Mujeres,395686,34603,67483,65775,123983,77760,26082
2020,3,Total,804708,69976,135845,136219,256984,156718,48966
